"City","Name","Category","Admission","Rating"
"Amarillo","Grand Hall of Amarillo #7433","Nature","$5.32","4.5"
"Grand Prairie","Heritage Center of Grand Prairie #7434","Museum","$43.05","4.3"
"Brownsville","Victory Plaza of Brownsville #7435","Park","$42.02","4.8"
"McKinney","Discovery Gardens of McKinney #7436","Historical Site","$39.66","4.2"
"Frisco","Liberty Monument of Frisco #7437","Theme Park","$4.97","4.2"
"Pasadena","Frontier Preserve of Pasadena #7438","Landmark","$17.65","4.3"
"Mesquite","Grand Hall of Mesquite #7439","Nature","$18.70","4.8"
"Austin","Heritage Center of Austin #7440","Museum","$39.52","5.0"
"Houston","Victory Plaza of Houston #7441","Park","$13.25","4.1"
"Dallas","Discovery Gardens of Dallas #7442","Historical Site","$0.02","4.5"
"San Antonio","Liberty Monument of San Antonio #7443","Theme Park","$14.54","4.0"
"Fort Worth","Frontier Preserve of Fort Worth #7444","Landmark","$30.91","4.4"
"El Paso","Grand Hall of El Paso #7445","Nature","$31.57","5.0"
"Arlington","Heritage Center of Arlington #7446","Museum","$29.13","4.0"
"Corpus Christi","Victory Plaza of Corpus Christi #7447","Park","$9.10","4.1"
"Plano","Discovery Gardens of Plano #7448","Historical Site","$47.20","4.1"
"Laredo","Liberty Monument of Laredo #7449","Theme Park","$25.73","4.6"
"Lubbock","Frontier Preserve of Lubbock #7450","Landmark","$2.86","4.6"
"Garland","Grand Hall of Garland #7451","Nature","$36.60","4.5"
"Irving","Heritage Center of Irving #7452","Museum","$0.59","4.1"
"Amarillo","Victory Plaza of Amarillo #7453","Park","$24.43","4.9"
"Grand Prairie","Discovery Gardens of Grand Prairie #7454","Historical Site","$7.46","4.8"
"Brownsville","Liberty Monument of Brownsville #7455","Theme Park","$28.69","4.0"
"McKinney","Frontier Preserve of McKinney #7456","Landmark","$31.77","4.5"
"Frisco","Grand Hall of Frisco #7457","Nature","$12.99","4.0"
"Pasadena","Heritage Center of Pasadena #7458","Museum","$24.54","4.5"
"Mesquite","Victory Plaza of Mesquite #7459","Park","$11.53","4.5"
"Austin","Discovery Gardens of Austin #7460","Historical Site","$2.09","4.5"
"Houston","Liberty Monument of Houston #7461","Theme Park","$6.35","4.8"
"Dallas","Frontier Preserve of Dallas #7462","Landmark","$18.48","4.4"
"San Antonio","Grand Hall of San Antonio #7463","Nature","$24.81","4.9"
"Fort Worth","Heritage Center of Fort Worth #7464","Museum","$21.26","4.6"
"El Paso","Victory Plaza of El Paso #7465","Park","$34.81","4.5"
"Arlington","Discovery Gardens of Arlington #7466","Historical Site","$34.42","4.6"
"Corpus Christi","Liberty Monument of Corpus Christi #7467","Theme Park","$30.63","4.9"
"Plano","Frontier Preserve of Plano #7468","Landmark","$9.50","4.1"
"Laredo","Grand Hall of Laredo #7469","Nature","$3.75","4.8"
"Lubbock","Heritage Center of Lubbock #7470","Museum","$34.72","4.4"
"Garland","Victory Plaza of Garland #7471","Park","$41.90","4.2"
"Irving","Discovery Gardens of Irving #7472","Historical Site","$38.18","4.4"
"Amarillo","Liberty Monument of Amarillo #7473","Theme Park","$43.74","4.1"
"Grand Prairie","Frontier Preserve of Grand Prairie #7474","Landmark","$24.84","4.4"
"Brownsville","Grand Hall of Brownsville #7475","Nature","$13.67","4.7"
"McKinney","Heritage Center of McKinney #7476","Museum","$20.28","4.9"
"Frisco","Victory Plaza of Frisco #7477","Park","$5.13","4.5"
"Pasadena","Discovery Gardens of Pasadena #7478","Historical Site","$16.68","5.0"
"Mesquite","Liberty Monument of Mesquite #7479","Theme Park","$40.72","4.3"
"Austin","Frontier Preserve of Austin #7480","Landmark","$9.59","4.7"
"Houston","Grand Hall of Houston #7481","Nature","$12.74","4.1"
"Dallas","Heritage Center of Dallas #7482","Museum","$40.67","4.8"
"San Antonio","Victory Plaza of San Antonio #7483","Park","$24.43","4.4"
"Fort Worth","Discovery Gardens of Fort Worth #7484","Historical Site","$17.60","4.7"
"El Paso","Liberty Monument of El Paso #7485","Theme Park","$6.91","4.3"
"Arlington","Frontier Preserve of Arlington #7486","Landmark","$14.35","4.4"
"Corpus Christi","Grand Hall of Corpus Christi #7487","Nature","$38.79","4.7"
"Plano","Heritage Center of Plano #7488","Museum","$44.74","4.7"
"Laredo","Victory Plaza of Laredo #7489","Park","$34.03","4.7"
"Lubbock","Discovery Gardens of Lubbock #7490","Historical Site","$6.57","4.3"
"Garland","Liberty Monument of Garland #7491","Theme Park","$1.72","4.7"
"Irving","Frontier Preserve of Irving #7492","Landmark","$3.34","4.8"
"Amarillo","Grand Hall of Amarillo #7493","Nature","$36.12","4.0"
"Grand Prairie","Heritage Center of Grand Prairie #7494","Museum","$2.26","4.6"
"Brownsville","Victory Plaza of Brownsville #7495","Park","$4.06","5.0"
"McKinney","Discovery Gardens of McKinney #7496","Historical Site","$42.52","4.3"
"Frisco","Liberty Monument of Frisco #7497","Theme Park","$48.86","4.7"
"Pasadena","Frontier Preserve of Pasadena #7498","Landmark","$32.90","4.1"
"Mesquite","Grand Hall of Mesquite #7499","Nature","$46.46","4.7"
"Austin","Heritage Center of Austin #7500","Museum","$2.60","4.2"
"Houston","Victory Plaza of Houston #7501","Park","$18.68","4.1"
"Dallas","Discovery Gardens of Dallas #7502","Historical Site","$2.73","4.1"
"San Antonio","Liberty Monument of San Antonio #7503","Theme Park","$16.44","4.7"
"Fort Worth","Frontier Preserve of Fort Worth #7504","Landmark","$1.71","4.5"
"El Paso","Grand Hall of El Paso #7505","Nature","$5.42","4.1"
"Arlington","Heritage Center of Arlington #7506","Museum","$41.80","4.0"
"Corpus Christi","Victory Plaza of Corpus Christi #7507","Park","$17.09","4.3"
"Plano","Discovery Gardens of Plano #7508","Historical Site","$29.10","4.9"
"Laredo","Liberty Monument of Laredo #7509","Theme Park","$31.50","4.7"
"Lubbock","Frontier Preserve of Lubbock #7510","Landmark","$27.71","4.9"
"Garland","Grand Hall of Garland #7511","Nature","$29.42","5.0"
"Irving","Heritage Center of Irving #7512","Museum","$12.22","4.7"
"Amarillo","Victory Plaza of Amarillo #7513","Park","$42.50","4.5"
"Grand Prairie","Discovery Gardens of Grand Prairie #7514","Historical Site","$37.29","4.6"
"Brownsville","Liberty Monument of Brownsville #7515","Theme Park","$39.05","4.4"
"McKinney","Frontier Preserve of McKinney #7516","Landmark","$38.56","4.8"
"Frisco","Grand Hall of Frisco #7517","Nature","$17.92","4.6"
"Pasadena","Heritage Center of Pasadena #7518","Museum","$20.32","4.9"
"Mesquite","Victory Plaza of Mesquite #7519","Park","$19.86","4.1"
"Austin","Discovery Gardens of Austin #7520","Historical Site","$9.82","4.5"
"Houston","Liberty Monument of Houston #7521","Theme Park","$27.53","4.8"
"Dallas","Frontier Preserve of Dallas #7522","Landmark","$10.19","4.7"
"San Antonio","Grand Hall of San Antonio #7523","Nature","$21.29","4.9"
"Fort Worth","Heritage Center of Fort Worth #7524","Museum","$11.79","4.2"
"El Paso","Victory Plaza of El Paso #7525","Park","$11.06","4.1"
"Arlington","Discovery Gardens of Arlington #7526","Historical Site","$1.91","4.8"
"Corpus Christi","Liberty Monument of Corpus Christi #7527","Theme Park","$27.32","4.3"
"Plano","Frontier Preserve of Plano #7528","Landmark","$42.60","5.0"
"Laredo","Grand Hall of Laredo #7529","Nature","$5.73","4.5"
"Lubbock","Heritage Center of Lubbock #7530","Museum","$49.80","4.2"
"Garland","Victory Plaza of Garland #7531","Park","$27.86","4.1"
"Irving","Discovery Gardens of Irving #7532","Historical Site","$10.24","4.3"
"Amarillo","Liberty Monument of Amarillo #7533","Theme Park","$14.24","4.6"
"Grand Prairie","Frontier Preserve of Grand Prairie #7534","Landmark","$17.84","5.0"
"Brownsville","Grand Hall of Brownsville #7535","Nature","$36.26","4.5"
"McKinney","Heritage Center of McKinney #7536","Museum","$30.31","4.4"
"Frisco","Victory Plaza of Frisco #7537","Park","$1.55","4.5"
"Pasadena","Discovery Gardens of Pasadena #7538","Historical Site","$26.85","4.9"
"Mesquite","Liberty Monument of Mesquite #7539","Theme Park","$23.91","4.7"
"Austin","Frontier Preserve of Austin #7540","Landmark","$10.84","4.2"
"Houston","Grand Hall of Houston #7541","Nature","$42.03","4.6"
"Dallas","Heritage Center of Dallas #7542","Museum","$25.33","4.1"
"San Antonio","Victory Plaza of San Antonio #7543","Park","$10.18","4.9"
"Fort Worth","Discovery Gardens of Fort Worth #7544","Historical Site","$16.61","4.3"
"El Paso","Liberty Monument of El Paso #7545","Theme Park","$1.12","4.3"
"Arlington","Frontier Preserve of Arlington #7546","Landmark","$40.36","4.6"
"Corpus Christi","Grand Hall of Corpus Christi #7547","Nature","$18.87","4.5"
"Plano","Heritage Center of Plano #7548","Museum","$26.38","4.7"
"Laredo","Victory Plaza of Laredo #7549","Park","$33.82","5.0"
"Lubbock","Discovery Gardens of Lubbock #7550","Historical Site","$17.03","5.0"
"Garland","Liberty Monument of Garland #7551","Theme Park","$40.26","4.6"
"Irving","Frontier Preserve of Irving #7552","Landmark","$0.05","4.9"
"Amarillo","Grand Hall of Amarillo #7553","Nature","$22.78","4.5"
"Grand Prairie","Heritage Center of Grand Prairie #7554","Museum","$19.14","4.8"
"Brownsville","Victory Plaza of Brownsville #7555","Park","$29.59","4.6"
"McKinney","Discovery Gardens of McKinney #7556","Historical Site","$18.78","4.4"
"Frisco","Liberty Monument of Frisco #7557","Theme Park","$41.80","4.8"
"Pasadena","Frontier Preserve of Pasadena #7558","Landmark","$32.72","4.3"
"Mesquite","Grand Hall of Mesquite #7559","Nature","$18.60","4.9"
"Austin","Heritage Center of Austin #7560","Museum","$1.98","4.3"
"Houston","Victory Plaza of Houston #7561","Park","$42.50","4.9"
"Dallas","Discovery Gardens of Dallas #7562","Historical Site","$45.17","4.4"
"San Antonio","Liberty Monument of San Antonio #7563","Theme Park","$6.69","5.0"
"Fort Worth","Frontier Preserve of Fort Worth #7564","Landmark","$19.94","4.1"
"El Paso","Grand Hall of El Paso #7565","Nature","$21.68","4.3"
"Arlington","Heritage Center of Arlington #7566","Museum","$20.93","4.1"
"Corpus Christi","Victory Plaza of Corpus Christi #7567","Park","$18.77","4.0"
"Plano","Discovery Gardens of Plano #7568","Historical Site","$19.65","4.3"
"Laredo","Liberty Monument of Laredo #7569","Theme Park","$20.92","4.4"
"Lubbock","Frontier Preserve of Lubbock #7570","Landmark","$16.31","4.7"
"Garland","Grand Hall of Garland #7571","Nature","$25.59","4.8"
"Irving","Heritage Center of Irving #7572","Museum","$19.60","4.7"
"Amarillo","Victory Plaza of Amarillo #7573","Park","$6.83","4.1"
"Grand Prairie","Discovery Gardens of Grand Prairie #7574","Historical Site","$9.87","4.1"
"Brownsville","Liberty Monument of Brownsville #7575","Theme Park","$22.93","4.8"
"McKinney","Frontier Preserve of McKinney #7576","Landmark","$10.40","4.1"
"Frisco","Grand Hall of Frisco #7577","Nature","$18.18","4.7"
"Pasadena","Heritage Center of Pasadena #7578","Museum","$38.05","4.6"
"Mesquite","Victory Plaza of Mesquite #7579","Park","$10.21","4.0"
"Austin","Discovery Gardens of Austin #7580","Historical Site","$44.75","4.4"
"Houston","Liberty Monument of Houston #7581","Theme Park","$10.41","4.2"
"Dallas","Frontier Preserve of Dallas #7582","Landmark","$39.55","4.5"
"San Antonio","Grand Hall of San Antonio #7583","Nature","$17.22","4.1"
"Fort Worth","Heritage Center of Fort Worth #7584","Museum","$8.47","4.7"
"El Paso","Victory Plaza of El Paso #7585","Park","$24.58","4.9"
"Arlington","Discovery Gardens of Arlington #7586","Historical Site","$24.06","4.8"
"Corpus Christi","Liberty Monument of Corpus Christi #7587","Theme Park","$11.92","4.5"
"Plano","Frontier Preserve of Plano #7588","Landmark","$27.42","4.1"
"Laredo","Grand Hall of Laredo #7589","Nature","$36.89","4.1"
"Lubbock","Heritage Center of Lubbock #7590","Museum","$43.03","4.1"
"Garland","Victory Plaza of Garland #7591","Park","$45.48","4.2"
"Irving","Discovery Gardens of Irving #7592","Historical Site","$42.20","5.0"
"Amarillo","Liberty Monument of Amarillo #7593","Theme Park","$40.59","4.3"
"Grand Prairie","Frontier Preserve of Grand Prairie #7594","Landmark","$34.22","4.8"
"Brownsville","Grand Hall of Brownsville #7595","Nature","$38.84","4.6"
"McKinney","Heritage Center of McKinney #7596","Museum","$20.18","4.9"
"Frisco","Victory Plaza of Frisco #7597","Park","$9.19","4.5"
"Pasadena","Discovery Gardens of Pasadena #7598","Historical Site","$13.48","4.6"
"Mesquite","Liberty Monument of Mesquite #7599","Theme Park","$37.58","4.9"
"Austin","Frontier Preserve of Austin #7600","Landmark","$31.09","4.5"
"Houston","Grand Hall of Houston #7601","Nature","$0.41","4.3"
"Dallas","Heritage Center of Dallas #7602","Museum","$18.15","4.1"
"San Antonio","Victory Plaza of San Antonio #7603","Park","$39.64","4.9"
"Fort Worth","Discovery Gardens of Fort Worth #7604","Historical Site","$3.40","4.7"
"El Paso","Liberty Monument of El Paso #7605","Theme Park","$10.08","4.9"
"Arlington","Frontier Preserve of Arlington #7606","Landmark","$39.29","4.3"
"Corpus Christi","Grand Hall of Corpus Christi #7607","Nature","$26.73","4.8"
"Plano","Heritage Center of Plano #7608","Museum","$26.86","4.4"
"Laredo","Victory Plaza of Laredo #7609","Park","$3.70","4.3"
"Lubbock","Discovery Gardens of Lubbock #7610","Historical Site","$6.66","4.1"
"Garland","Liberty Monument of Garland #7611","Theme Park","$6.26","4.5"
"Irving","Frontier Preserve of Irving #7612","Landmark","$13.64","4.2"
"Amarillo","Grand Hall of Amarillo #7613","Nature","$28.39","4.5"
"Grand Prairie","Heritage Center of Grand Prairie #7614","Museum","$0.85","4.1"
"Brownsville","Victory Plaza of Brownsville #7615","Park","$5.89","4.8"
"McKinney","Discovery Gardens of McKinney #7616","Historical Site","$20.55","4.9"
"Frisco","Liberty Monument of Frisco #7617","Theme Park","$18.33","4.2"
"Pasadena","Frontier Preserve of Pasadena #7618","Landmark","$28.75","4.3"
"Mesquite","Grand Hall of Mesquite #7619","Nature","$18.66","4.7"
"Austin","Heritage Center of Austin #7620","Museum","$21.42","4.9"
"Houston","Victory Plaza of Houston #7621","Park","$24.64","4.2"
"Dallas","Discovery Gardens of Dallas #7622","Historical Site","$48.80","4.9"
"San Antonio","Liberty Monument of San Antonio #7623","Theme Park","$2.64","4.2"
"Fort Worth","Frontier Preserve of Fort Worth #7624","Landmark","$32.35","4.2"
"El Paso","Grand Hall of El Paso #7625","Nature","$15.25","4.5"
"Arlington","Heritage Center of Arlington #7626","Museum","$34.31","4.5"
"Corpus Christi","Victory Plaza of Corpus Christi #7627","Park","$38.34","4.1"
"Plano","Discovery Gardens of Plano #7628","Historical Site","$29.87","4.4"
"Laredo","Liberty Monument of Laredo #7629","Theme Park","$30.49","4.5"
"Lubbock","Frontier Preserve of Lubbock #7630","Landmark","$12.91","4.1"
"Garland","Grand Hall of Garland #7631","Nature","$41.63","4.2"
"Irving","Heritage Center of Irving #7632","Museum","$26.29","4.8"
"Amarillo","Victory Plaza of Amarillo #7633","Park","$41.14","4.6"
"Grand Prairie","Discovery Gardens of Grand Prairie #7634","Historical Site","$24.14","4.2"
"Brownsville","Liberty Monument of Brownsville #7635","Theme Park","$48.66","4.6"
"McKinney","Frontier Preserve of McKinney #7636","Landmark","$26.63","4.0"
"Frisco","Grand Hall of Frisco #7637","Nature","$31.42","4.4"
"Pasadena","Heritage Center of Pasadena #7638","Museum","$27.62","4.1"
"Mesquite","Victory Plaza of Mesquite #7639","Park","$39.65","4.9"
"Austin","Discovery Gardens of Austin #7640","Historical Site","$15.95","4.0"
"Houston","Liberty Monument of Houston #7641","Theme Park","$17.95","4.2"
"Dallas","Frontier Preserve of Dallas #7642","Landmark","$41.13","4.1"
"San Antonio","Grand Hall of San Antonio #7643","Nature","$19.36","4.8"
"Fort Worth","Heritage Center of Fort Worth #7644","Museum","$44.82","4.4"
"El Paso","Victory Plaza of El Paso #7645","Park","$20.84","4.4"
"Arlington","Discovery Gardens of Arlington #7646","Historical Site","$22.28","4.5"
"Corpus Christi","Liberty Monument of Corpus Christi #7647","Theme Park","$28.79","4.4"
"Plano","Frontier Preserve of Plano #7648","Landmark","$16.89","4.2"
"Laredo","Grand Hall of Laredo #7649","Nature","$4.44","4.3"
"Lubbock","Heritage Center of Lubbock #7650","Museum","$48.86","4.8"
"Garland","Victory Plaza of Garland #7651","Park","$38.41","4.2"
"Irving","Discovery Gardens of Irving #7652","Historical Site","$38.86","4.5"
"Amarillo","Liberty Monument of Amarillo #7653","Theme Park","$6.72","4.3"
"Grand Prairie","Frontier Preserve of Grand Prairie #7654","Landmark","$5.53","4.6"
"Brownsville","Grand Hall of Brownsville #7655","Nature","$32.05","4.8"
"McKinney","Heritage Center of McKinney #7656","Museum","$6.67","4.9"
"Frisco","Victory Plaza of Frisco #7657","Park","$14.08","4.7"
"Pasadena","Discovery Gardens of Pasadena #7658","Historical Site","$0.86","4.5"
"Mesquite","Liberty Monument of Mesquite #7659","Theme Park","$18.84","4.1"
"Austin","Frontier Preserve of Austin #7660","Landmark","$7.51","4.7"
"Houston","Grand Hall of Houston #7661","Nature","$48.69","4.2"
"Dallas","Heritage Center of Dallas #7662","Museum","$40.14","4.4"
"San Antonio","Victory Plaza of San Antonio #7663","Park","$7.37","4.8"
"Fort Worth","Discovery Gardens of Fort Worth #7664","Historical Site","$7.32","4.6"
"El Paso","Liberty Monument of El Paso #7665","Theme Park","$25.04","4.3"
"Arlington","Frontier Preserve of Arlington #7666","Landmark","$31.10","5.0"
"Corpus Christi","Grand Hall of Corpus Christi #7667","Nature","$9.90","4.9"
"Plano","Heritage Center of Plano #7668","Museum","$36.70","4.0"
"Laredo","Victory Plaza of Laredo #7669","Park","$5.78","4.7"
"Lubbock","Discovery Gardens of Lubbock #7670","Historical Site","$18.54","4.2"
"Garland","Liberty Monument of Garland #7671","Theme Park","$10.32","4.1"
"Irving","Frontier Preserve of Irving #7672","Landmark","$26.74","4.2"
"Amarillo","Grand Hall of Amarillo #7673","Nature","$45.75","4.2"
"Grand Prairie","Heritage Center of Grand Prairie #7674","Museum","$9.96","4.6"
"Brownsville","Victory Plaza of Brownsville #7675","Park","$38.59","4.3"
"McKinney","Discovery Gardens of McKinney #7676","Historical Site","$29.73","4.3"
"Frisco","Liberty Monument of Frisco #7677","Theme Park","$43.40","4.1"
"Pasadena","Frontier Preserve of Pasadena #7678","Landmark","$4.08","4.9"
"Mesquite","Grand Hall of Mesquite #7679","Nature","$44.59","4.4"
"Austin","Heritage Center of Austin #7680","Museum","$1.41","4.7"
"Houston","Victory Plaza of Houston #7681","Park","$23.15","4.1"
"Dallas","Discovery Gardens of Dallas #7682","Historical Site","$20.71","4.6"
"San Antonio","Liberty Monument of San Antonio #7683","Theme Park","$2.55","4.4"
"Fort Worth","Frontier Preserve of Fort Worth #7684","Landmark","$25.01","4.1"
"El Paso","Grand Hall of El Paso #7685","Nature","$47.06","4.7"
"Arlington","Heritage Center of Arlington #7686","Museum","$40.00","4.7"
"Corpus Christi","Victory Plaza of Corpus Christi #7687","Park","$25.66","4.1"
"Plano","Discovery Gardens of Plano #7688","Historical Site","$27.20","4.2"
"Laredo","Liberty Monument of Laredo #7689","Theme Park","$14.63","4.2"
"Lubbock","Frontier Preserve of Lubbock #7690","Landmark","$30.39","4.1"
"Garland","Grand Hall of Garland #7691","Nature","$16.08","4.4"
"Irving","Heritage Center of Irving #7692","Museum","$6.18","4.9"
"Amarillo","Victory Plaza of Amarillo #7693","Park","$47.41","4.8"
"Grand Prairie","Discovery Gardens of Grand Prairie #7694","Historical Site","$14.67","4.5"
"Brownsville","Liberty Monument of Brownsville #7695","Theme Park","$0.19","4.6"
"McKinney","Frontier Preserve of McKinney #7696","Landmark","$2.32","4.1"
"Frisco","Grand Hall of Frisco #7697","Nature","$3.43","4.3"
"Pasadena","Heritage Center of Pasadena #7698","Museum","$22.52","4.5"
"Mesquite","Victory Plaza of Mesquite #7699","Park","$21.04","4.7"
"Austin","Discovery Gardens of Austin #7700","Historical Site","$9.72","4.2"
"Houston","Liberty Monument of Houston #7701","Theme Park","$31.43","4.6"
"Dallas","Frontier Preserve of Dallas #7702","Landmark","$15.44","4.3"
"San Antonio","Grand Hall of San Antonio #7703","Nature","$16.40","4.6"
"Fort Worth","Heritage Center of Fort Worth #7704","Museum","$36.02","4.1"
"El Paso","Victory Plaza of El Paso #7705","Park","$35.96","4.4"
"Arlington","Discovery Gardens of Arlington #7706","Historical Site","$0.07","4.8"
"Corpus Christi","Liberty Monument of Corpus Christi #7707","Theme Park","$48.11","4.0"
"Plano","Frontier Preserve of Plano #7708","Landmark","$31.31","4.9"
"Laredo","Grand Hall of Laredo #7709","Nature","$42.51","4.5"
"Lubbock","Heritage Center of Lubbock #7710","Museum","$5.69","4.2"
"Garland","Victory Plaza of Garland #7711","Park","$23.53","4.3"
"Irving","Discovery Gardens of Irving #7712","Historical Site","$38.16","4.1"
"Amarillo","Liberty Monument of Amarillo #7713","Theme Park","$1.66","4.5"
"Grand Prairie","Frontier Preserve of Grand Prairie #7714","Landmark","$48.41","4.9"
"Brownsville","Grand Hall of Brownsville #7715","Nature","$12.72","4.2"
"McKinney","Heritage Center of McKinney #7716","Museum","$3.91","4.5"
"Frisco","Victory Plaza of Frisco #7717","Park","$30.40","4.2"
"Pasadena","Discovery Gardens of Pasadena #7718","Historical Site","$3.95","4.7"
"Mesquite","Liberty Monument of Mesquite #7719","Theme Park","$16.64","4.2"
"Austin","Frontier Preserve of Austin #7720","Landmark","$27.15","4.3"
"Houston","Grand Hall of Houston #7721","Nature","$37.43","4.3"
"Dallas","Heritage Center of Dallas #7722","Museum","$22.54","4.4"
"San Antonio","Victory Plaza of San Antonio #7723","Park","$20.51","4.0"
"Fort Worth","Discovery Gardens of Fort Worth #7724","Historical Site","$12.05","4.7"
"El Paso","Liberty Monument of El Paso #7725","Theme Park","$48.46","4.0"
"Arlington","Frontier Preserve of Arlington #7726","Landmark","$48.72","4.5"
"Corpus Christi","Grand Hall of Corpus Christi #7727","Nature","$25.41","4.8"
"Plano","Heritage Center of Plano #7728","Museum","$32.55","4.1"
"Laredo","Victory Plaza of Laredo #7729","Park","$32.08","4.8"
"Lubbock","Discovery Gardens of Lubbock #7730","Historical Site","$33.78","4.7"
"Garland","Liberty Monument of Garland #7731","Theme Park","$46.30","4.0"
"Irving","Frontier Preserve of Irving #7732","Landmark","$1.63","4.8"
"Amarillo","Grand Hall of Amarillo #7733","Nature","$19.44","4.2"
"Grand Prairie","Heritage Center of Grand Prairie #7734","Museum","$17.85","4.0"
"Brownsville","Victory Plaza of Brownsville #7735","Park","$37.13","4.9"
"McKinney","Discovery Gardens of McKinney #7736","Historical Site","$3.38","4.6"
"Frisco","Liberty Monument of Frisco #7737","Theme Park","$33.87","4.7"
"Pasadena","Frontier Preserve of Pasadena #7738","Landmark","$18.96","4.4"
"Mesquite","Grand Hall of Mesquite #7739","Nature","$35.05","4.3"
"Austin","Heritage Center of Austin #7740","Museum","$6.12","4.8"
"Houston","Victory Plaza of Houston #7741","Park","$47.39","4.5"
"Dallas","Discovery Gardens of Dallas #7742","Historical Site","$46.14","4.2"
"San Antonio","Liberty Monument of San Antonio #7743","Theme Park","$29.44","5.0"
"Fort Worth","Frontier Preserve of Fort Worth #7744","Landmark","$20.20","4.6"
"El Paso","Grand Hall of El Paso #7745","Nature","$21.89","4.0"
"Arlington","Heritage Center of Arlington #7746","Museum","$26.47","4.4"
"Corpus Christi","Victory Plaza of Corpus Christi #7747","Park","$35.52","4.7"
"Plano","Discovery Gardens of Plano #7748","Historical Site","$29.29","4.5"
"Laredo","Liberty Monument of Laredo #7749","Theme Park","$21.88","4.3"
"Lubbock","Frontier Preserve of Lubbock #7750","Landmark","$49.11","4.8"
"Garland","Grand Hall of Garland #7751","Nature","$31.39","4.7"
"Irving","Heritage Center of Irving #7752","Museum","$41.40","4.8"
"Amarillo","Victory Plaza of Amarillo #7753","Park","$18.74","4.9"
"Grand Prairie","Discovery Gardens of Grand Prairie #7754","Historical Site","$1.07","4.6"
"Brownsville","Liberty Monument of Brownsville #7755","Theme Park","$14.12","4.9"
"McKinney","Frontier Preserve of McKinney #7756","Landmark","$5.24","5.0"
"Frisco","Grand Hall of Frisco #7757","Nature","$14.31","5.0"
"Pasadena","Heritage Center of Pasadena #7758","Museum","$14.30","5.0"
"Mesquite","Victory Plaza of Mesquite #7759","Park","$29.39","4.4"
"Austin","Discovery Gardens of Austin #7760","Historical Site","$3.07","4.4"
"Houston","Liberty Monument of Houston #7761","Theme Park","$3.42","4.5"
"Dallas","Frontier Preserve of Dallas #7762","Landmark","$41.22","4.9"
"San Antonio","Grand Hall of San Antonio #7763","Nature","$11.40","4.1"
"Fort Worth","Heritage Center of Fort Worth #7764","Museum","$15.43","4.3"
"El Paso","Victory Plaza of El Paso #7765","Park","$33.41","4.6"
"Arlington","Discovery Gardens of Arlington #7766","Historical Site","$48.52","4.7"
"Corpus Christi","Liberty Monument of Corpus Christi #7767","Theme Park","$6.66","4.2"
"Plano","Frontier Preserve of Plano #7768","Landmark","$7.75","4.2"
"Laredo","Grand Hall of Laredo #7769","Nature","$41.48","4.1"
"Lubbock","Heritage Center of Lubbock #7770","Museum","$16.49","4.5"
"Garland","Victory Plaza of Garland #7771","Park","$37.13","4.0"
"Irving","Discovery Gardens of Irving #7772","Historical Site","$9.09","4.1"
"Amarillo","Liberty Monument of Amarillo #7773","Theme Park","$21.86","4.6"
"Grand Prairie","Frontier Preserve of Grand Prairie #7774","Landmark","$49.45","4.9"
"Brownsville","Grand Hall of Brownsville #7775","Nature","$48.81","4.4"
"McKinney","Heritage Center of McKinney #7776","Museum","$10.95","4.8"
"Frisco","Victory Plaza of Frisco #7777","Park","$38.30","4.6"
"Pasadena","Discovery Gardens of Pasadena #7778","Historical Site","$4.16","4.1"
"Mesquite","Liberty Monument of Mesquite #7779","Theme Park","$35.19","4.0"
"Austin","Frontier Preserve of Austin #7780","Landmark","$45.47","4.6"
"Houston","Grand Hall of Houston #7781","Nature","$10.31","4.4"
"Dallas","Heritage Center of Dallas #7782","Museum","$6.48","4.9"
"San Antonio","Victory Plaza of San Antonio #7783","Park","$12.59","4.8"
"Fort Worth","Discovery Gardens of Fort Worth #7784","Historical Site","$16.62","4.9"
"El Paso","Liberty Monument of El Paso #7785","Theme Park","$37.22","4.1"
"Arlington","Frontier Preserve of Arlington #7786","Landmark","$18.96","4.9"
"Corpus Christi","Grand Hall of Corpus Christi #7787","Nature","$9.67","4.7"
"Plano","Heritage Center of Plano #7788","Museum","$20.54","4.7"
"Laredo","Victory Plaza of Laredo #7789","Park","$12.57","4.1"
"Lubbock","Discovery Gardens of Lubbock #7790","Historical Site","$28.81","4.2"
"Garland","Liberty Monument of Garland #7791","Theme Park","$29.37","4.5"
"Irving","Frontier Preserve of Irving #7792","Landmark","$14.12","4.7"
"Amarillo","Grand Hall of Amarillo #7793","Nature","$29.12","4.3"
"Grand Prairie","Heritage Center of Grand Prairie #7794","Museum","$21.16","4.5"
"Brownsville","Victory Plaza of Brownsville #7795","Park","$8.44","4.0"
"McKinney","Discovery Gardens of McKinney #7796","Historical Site","$14.05","4.2"
"Frisco","Liberty Monument of Frisco #7797","Theme Park","$46.79","4.4"
"Pasadena","Frontier Preserve of Pasadena #7798","Landmark","$18.19","4.8"
"Mesquite","Grand Hall of Mesquite #7799","Nature","$37.74","4.4"
"Austin","Heritage Center of Austin #7800","Museum","$37.23","4.7"
"Houston","Victory Plaza of Houston #7801","Park","$47.59","4.5"
"Dallas","Discovery Gardens of Dallas #7802","Historical Site","$24.79","4.3"
"San Antonio","Liberty Monument of San Antonio #7803","Theme Park","$45.37","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #7804","Landmark","$28.26","4.6"
