"City","Name","Category","Rate","Amenities"
"Lubbock","Saddle Lodge Lubbock #7430","Boutique","$140/night","Spa, Bar"
"Garland","River Manor Garland #7431","Ranch","$199/night","Parking, Pets"
"Irving","Star Courtyard Irving #7432","Suites","$349/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7433","Inn","$274/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7434","Luxury","$381/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7435","Budget","$127/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7436","Boutique","$183/night","Pool, WiFi"
"Frisco","River Manor Frisco #7437","Ranch","$427/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7438","Suites","$189/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7439","Inn","$346/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7440","Luxury","$166/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7441","Budget","$414/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7442","Boutique","$182/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7443","Ranch","$332/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7444","Suites","$256/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7445","Inn","$169/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7446","Luxury","$461/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7447","Budget","$467/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7448","Boutique","$416/night","Pool, WiFi"
"Laredo","River Manor Laredo #7449","Ranch","$195/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7450","Suites","$206/night","Spa, Bar"
"Garland","Crest Suites Garland #7451","Inn","$99/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7452","Luxury","$388/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7453","Budget","$195/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7454","Boutique","$264/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7455","Ranch","$134/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7456","Suites","$359/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7457","Inn","$141/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7458","Luxury","$254/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7459","Budget","$185/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7460","Boutique","$197/night","Pool, WiFi"
"Houston","River Manor Houston #7461","Ranch","$422/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7462","Suites","$459/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7463","Inn","$400/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7464","Luxury","$332/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7465","Budget","$163/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7466","Boutique","$383/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7467","Ranch","$272/night","Parking, Pets"
"Plano","Star Courtyard Plano #7468","Suites","$136/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7469","Inn","$251/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7470","Luxury","$452/night","Spa, Bar"
"Garland","Cactus Resort Garland #7471","Budget","$420/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7472","Boutique","$445/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7473","Ranch","$189/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7474","Suites","$152/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7475","Inn","$77/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7476","Luxury","$244/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7477","Budget","$192/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7478","Boutique","$399/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7479","Ranch","$461/night","Parking, Pets"
"Austin","Star Courtyard Austin #7480","Suites","$210/night","Pool, WiFi"
"Houston","Crest Suites Houston #7481","Inn","$169/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7482","Luxury","$399/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7483","Budget","$296/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7484","Boutique","$417/night","Pool, WiFi"
"El Paso","River Manor El Paso #7485","Ranch","$252/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7486","Suites","$375/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7487","Inn","$296/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7488","Luxury","$388/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7489","Budget","$414/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7490","Boutique","$280/night","Spa, Bar"
"Garland","River Manor Garland #7491","Ranch","$333/night","Parking, Pets"
"Irving","Star Courtyard Irving #7492","Suites","$412/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7493","Inn","$250/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7494","Luxury","$90/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7495","Budget","$421/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7496","Boutique","$77/night","Pool, WiFi"
"Frisco","River Manor Frisco #7497","Ranch","$142/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7498","Suites","$205/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7499","Inn","$281/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7500","Luxury","$188/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7501","Budget","$349/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7502","Boutique","$295/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7503","Ranch","$347/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7504","Suites","$337/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7505","Inn","$177/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7506","Luxury","$436/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7507","Budget","$167/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7508","Boutique","$171/night","Pool, WiFi"
"Laredo","River Manor Laredo #7509","Ranch","$379/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7510","Suites","$230/night","Spa, Bar"
"Garland","Crest Suites Garland #7511","Inn","$400/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7512","Luxury","$328/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7513","Budget","$147/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7514","Boutique","$319/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7515","Ranch","$366/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7516","Suites","$455/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7517","Inn","$161/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7518","Luxury","$417/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7519","Budget","$392/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7520","Boutique","$294/night","Pool, WiFi"
"Houston","River Manor Houston #7521","Ranch","$288/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7522","Suites","$463/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7523","Inn","$134/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7524","Luxury","$306/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7525","Budget","$382/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7526","Boutique","$382/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7527","Ranch","$287/night","Parking, Pets"
"Plano","Star Courtyard Plano #7528","Suites","$130/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7529","Inn","$327/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7530","Luxury","$114/night","Spa, Bar"
"Garland","Cactus Resort Garland #7531","Budget","$198/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7532","Boutique","$77/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7533","Ranch","$94/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7534","Suites","$371/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7535","Inn","$265/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7536","Luxury","$162/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7537","Budget","$451/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7538","Boutique","$266/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7539","Ranch","$159/night","Parking, Pets"
"Austin","Star Courtyard Austin #7540","Suites","$178/night","Pool, WiFi"
"Houston","Crest Suites Houston #7541","Inn","$100/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7542","Luxury","$272/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7543","Budget","$299/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7544","Boutique","$459/night","Pool, WiFi"
"El Paso","River Manor El Paso #7545","Ranch","$400/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7546","Suites","$313/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7547","Inn","$467/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7548","Luxury","$232/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7549","Budget","$222/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7550","Boutique","$243/night","Spa, Bar"
"Garland","River Manor Garland #7551","Ranch","$235/night","Parking, Pets"
"Irving","Star Courtyard Irving #7552","Suites","$81/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7553","Inn","$326/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7554","Luxury","$194/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7555","Budget","$248/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7556","Boutique","$84/night","Pool, WiFi"
"Frisco","River Manor Frisco #7557","Ranch","$403/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7558","Suites","$415/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7559","Inn","$152/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7560","Luxury","$75/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7561","Budget","$134/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7562","Boutique","$402/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7563","Ranch","$424/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7564","Suites","$110/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7565","Inn","$116/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7566","Luxury","$190/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7567","Budget","$387/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7568","Boutique","$272/night","Pool, WiFi"
"Laredo","River Manor Laredo #7569","Ranch","$139/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7570","Suites","$157/night","Spa, Bar"
"Garland","Crest Suites Garland #7571","Inn","$97/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7572","Luxury","$244/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7573","Budget","$75/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7574","Boutique","$219/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7575","Ranch","$152/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7576","Suites","$318/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7577","Inn","$422/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7578","Luxury","$252/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7579","Budget","$163/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7580","Boutique","$417/night","Pool, WiFi"
"Houston","River Manor Houston #7581","Ranch","$402/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7582","Suites","$213/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7583","Inn","$344/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7584","Luxury","$187/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7585","Budget","$81/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7586","Boutique","$115/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7587","Ranch","$121/night","Parking, Pets"
"Plano","Star Courtyard Plano #7588","Suites","$245/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7589","Inn","$464/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7590","Luxury","$81/night","Spa, Bar"
"Garland","Cactus Resort Garland #7591","Budget","$440/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7592","Boutique","$377/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7593","Ranch","$199/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7594","Suites","$293/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7595","Inn","$222/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7596","Luxury","$209/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7597","Budget","$105/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7598","Boutique","$419/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7599","Ranch","$139/night","Parking, Pets"
"Austin","Star Courtyard Austin #7600","Suites","$132/night","Pool, WiFi"
"Houston","Crest Suites Houston #7601","Inn","$84/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7602","Luxury","$334/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7603","Budget","$205/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7604","Boutique","$276/night","Pool, WiFi"
"El Paso","River Manor El Paso #7605","Ranch","$423/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7606","Suites","$430/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7607","Inn","$147/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7608","Luxury","$174/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7609","Budget","$284/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7610","Boutique","$195/night","Spa, Bar"
"Garland","River Manor Garland #7611","Ranch","$324/night","Parking, Pets"
"Irving","Star Courtyard Irving #7612","Suites","$205/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7613","Inn","$405/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7614","Luxury","$282/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7615","Budget","$273/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7616","Boutique","$128/night","Pool, WiFi"
"Frisco","River Manor Frisco #7617","Ranch","$464/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7618","Suites","$264/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7619","Inn","$73/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7620","Luxury","$332/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7621","Budget","$263/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7622","Boutique","$165/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7623","Ranch","$77/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7624","Suites","$446/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7625","Inn","$76/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7626","Luxury","$241/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7627","Budget","$289/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7628","Boutique","$181/night","Pool, WiFi"
"Laredo","River Manor Laredo #7629","Ranch","$198/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7630","Suites","$167/night","Spa, Bar"
"Garland","Crest Suites Garland #7631","Inn","$151/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7632","Luxury","$235/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7633","Budget","$323/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7634","Boutique","$123/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7635","Ranch","$120/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7636","Suites","$197/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7637","Inn","$430/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7638","Luxury","$328/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7639","Budget","$418/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7640","Boutique","$406/night","Pool, WiFi"
"Houston","River Manor Houston #7641","Ranch","$72/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7642","Suites","$341/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7643","Inn","$295/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7644","Luxury","$399/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7645","Budget","$288/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7646","Boutique","$439/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7647","Ranch","$225/night","Parking, Pets"
"Plano","Star Courtyard Plano #7648","Suites","$327/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7649","Inn","$323/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7650","Luxury","$196/night","Spa, Bar"
"Garland","Cactus Resort Garland #7651","Budget","$167/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7652","Boutique","$189/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7653","Ranch","$91/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7654","Suites","$154/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7655","Inn","$425/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7656","Luxury","$385/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7657","Budget","$210/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7658","Boutique","$333/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7659","Ranch","$343/night","Parking, Pets"
"Austin","Star Courtyard Austin #7660","Suites","$262/night","Pool, WiFi"
"Houston","Crest Suites Houston #7661","Inn","$436/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7662","Luxury","$287/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7663","Budget","$390/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7664","Boutique","$98/night","Pool, WiFi"
"El Paso","River Manor El Paso #7665","Ranch","$316/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7666","Suites","$355/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7667","Inn","$129/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7668","Luxury","$285/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7669","Budget","$230/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7670","Boutique","$463/night","Spa, Bar"
"Garland","River Manor Garland #7671","Ranch","$324/night","Parking, Pets"
"Irving","Star Courtyard Irving #7672","Suites","$124/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7673","Inn","$446/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7674","Luxury","$346/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7675","Budget","$157/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7676","Boutique","$333/night","Pool, WiFi"
"Frisco","River Manor Frisco #7677","Ranch","$233/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7678","Suites","$160/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7679","Inn","$170/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7680","Luxury","$423/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7681","Budget","$451/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7682","Boutique","$302/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7683","Ranch","$408/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7684","Suites","$340/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7685","Inn","$147/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7686","Luxury","$369/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7687","Budget","$423/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7688","Boutique","$162/night","Pool, WiFi"
"Laredo","River Manor Laredo #7689","Ranch","$104/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7690","Suites","$130/night","Spa, Bar"
"Garland","Crest Suites Garland #7691","Inn","$269/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7692","Luxury","$443/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7693","Budget","$263/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7694","Boutique","$166/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7695","Ranch","$251/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7696","Suites","$102/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7697","Inn","$202/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7698","Luxury","$166/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7699","Budget","$374/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7700","Boutique","$316/night","Pool, WiFi"
"Houston","River Manor Houston #7701","Ranch","$201/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7702","Suites","$142/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7703","Inn","$277/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7704","Luxury","$336/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7705","Budget","$325/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7706","Boutique","$394/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7707","Ranch","$102/night","Parking, Pets"
"Plano","Star Courtyard Plano #7708","Suites","$362/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7709","Inn","$402/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7710","Luxury","$254/night","Spa, Bar"
"Garland","Cactus Resort Garland #7711","Budget","$236/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7712","Boutique","$309/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7713","Ranch","$275/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7714","Suites","$356/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7715","Inn","$280/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7716","Luxury","$240/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7717","Budget","$183/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7718","Boutique","$260/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7719","Ranch","$177/night","Parking, Pets"
"Austin","Star Courtyard Austin #7720","Suites","$289/night","Pool, WiFi"
"Houston","Crest Suites Houston #7721","Inn","$376/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7722","Luxury","$355/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7723","Budget","$317/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7724","Boutique","$297/night","Pool, WiFi"
"El Paso","River Manor El Paso #7725","Ranch","$159/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7726","Suites","$461/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7727","Inn","$112/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7728","Luxury","$405/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7729","Budget","$351/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7730","Boutique","$344/night","Spa, Bar"
"Garland","River Manor Garland #7731","Ranch","$199/night","Parking, Pets"
"Irving","Star Courtyard Irving #7732","Suites","$251/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7733","Inn","$220/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7734","Luxury","$153/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7735","Budget","$338/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7736","Boutique","$305/night","Pool, WiFi"
"Frisco","River Manor Frisco #7737","Ranch","$95/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7738","Suites","$208/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7739","Inn","$363/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7740","Luxury","$212/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7741","Budget","$427/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7742","Boutique","$89/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7743","Ranch","$464/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7744","Suites","$416/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7745","Inn","$342/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7746","Luxury","$161/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7747","Budget","$331/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7748","Boutique","$358/night","Pool, WiFi"
"Laredo","River Manor Laredo #7749","Ranch","$125/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7750","Suites","$115/night","Spa, Bar"
"Garland","Crest Suites Garland #7751","Inn","$381/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7752","Luxury","$451/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7753","Budget","$321/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7754","Boutique","$382/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7755","Ranch","$92/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7756","Suites","$234/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7757","Inn","$352/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7758","Luxury","$78/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7759","Budget","$433/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7760","Boutique","$121/night","Pool, WiFi"
"Houston","River Manor Houston #7761","Ranch","$343/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7762","Suites","$274/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7763","Inn","$221/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7764","Luxury","$468/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7765","Budget","$362/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7766","Boutique","$413/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7767","Ranch","$89/night","Parking, Pets"
"Plano","Star Courtyard Plano #7768","Suites","$291/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7769","Inn","$135/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7770","Luxury","$394/night","Spa, Bar"
