"City","Name","Category","Price","Rating"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #8324","Steakhouse","$","4.3"
"El Paso","Yellow Rose Taqueria of El Paso #8325","Seafood","$$","4.7"
"Arlington","Alamo Smokehouse of Arlington #8326","Southern","$$$","3.6"
"Corpus Christi","Pecos Table of Corpus Christi #8327","Bistro","$$$$","3.9"
"Plano","Lone Star Pit of Plano #8328","BBQ","$","4.4"
"Laredo","Big Tex Grill of Laredo #8329","Tex-Mex","$$","4.2"
"Lubbock","Blue Bonnet Kitchen of Lubbock #8330","Steakhouse","$$$","4.9"
"Garland","Yellow Rose Taqueria of Garland #8331","Seafood","$$$$","3.6"
"Irving","Alamo Smokehouse of Irving #8332","Southern","$","3.7"
"Amarillo","Pecos Table of Amarillo #8333","Bistro","$$","4.8"
"Grand Prairie","Lone Star Pit of Grand Prairie #8334","BBQ","$$$","4.2"
"Brownsville","Big Tex Grill of Brownsville #8335","Tex-Mex","$$$$","4.5"
"McKinney","Blue Bonnet Kitchen of McKinney #8336","Steakhouse","$","4.0"
"Frisco","Yellow Rose Taqueria of Frisco #8337","Seafood","$$","3.9"
"Pasadena","Alamo Smokehouse of Pasadena #8338","Southern","$$$","4.5"
"Mesquite","Pecos Table of Mesquite #8339","Bistro","$$$$","4.5"
"Austin","Lone Star Pit of Austin #8340","BBQ","$","4.0"
"Houston","Big Tex Grill of Houston #8341","Tex-Mex","$$","4.5"
"Dallas","Blue Bonnet Kitchen of Dallas #8342","Steakhouse","$$$","4.4"
"San Antonio","Yellow Rose Taqueria of San Antonio #8343","Seafood","$$$$","4.1"
"Fort Worth","Alamo Smokehouse of Fort Worth #8344","Southern","$","4.0"
"El Paso","Pecos Table of El Paso #8345","Bistro","$$","4.0"
"Arlington","Lone Star Pit of Arlington #8346","BBQ","$$$","4.8"
"Corpus Christi","Big Tex Grill of Corpus Christi #8347","Tex-Mex","$$$$","4.9"
"Plano","Blue Bonnet Kitchen of Plano #8348","Steakhouse","$","4.5"
"Laredo","Yellow Rose Taqueria of Laredo #8349","Seafood","$$","4.9"
"Lubbock","Alamo Smokehouse of Lubbock #8350","Southern","$$$","3.9"
"Garland","Pecos Table of Garland #8351","Bistro","$$$$","4.2"
"Irving","Lone Star Pit of Irving #8352","BBQ","$","4.3"
"Amarillo","Big Tex Grill of Amarillo #8353","Tex-Mex","$$","4.3"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #8354","Steakhouse","$$$","4.0"
"Brownsville","Yellow Rose Taqueria of Brownsville #8355","Seafood","$$$$","4.2"
"McKinney","Alamo Smokehouse of McKinney #8356","Southern","$","4.3"
"Frisco","Pecos Table of Frisco #8357","Bistro","$$","4.4"
"Pasadena","Lone Star Pit of Pasadena #8358","BBQ","$$$","4.9"
"Mesquite","Big Tex Grill of Mesquite #8359","Tex-Mex","$$$$","3.7"
"Austin","Blue Bonnet Kitchen of Austin #8360","Steakhouse","$","3.9"
"Houston","Yellow Rose Taqueria of Houston #8361","Seafood","$$","4.1"
"Dallas","Alamo Smokehouse of Dallas #8362","Southern","$$$","4.4"
"San Antonio","Pecos Table of San Antonio #8363","Bistro","$$$$","4.4"
"Fort Worth","Lone Star Pit of Fort Worth #8364","BBQ","$","4.3"
"El Paso","Big Tex Grill of El Paso #8365","Tex-Mex","$$","3.9"
"Arlington","Blue Bonnet Kitchen of Arlington #8366","Steakhouse","$$$","4.2"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #8367","Seafood","$$$$","4.9"
"Plano","Alamo Smokehouse of Plano #8368","Southern","$","4.2"
"Laredo","Pecos Table of Laredo #8369","Bistro","$$","4.8"
"Lubbock","Lone Star Pit of Lubbock #8370","BBQ","$$$","4.6"
"Garland","Big Tex Grill of Garland #8371","Tex-Mex","$$$$","4.5"
"Irving","Blue Bonnet Kitchen of Irving #8372","Steakhouse","$","4.3"
"Amarillo","Yellow Rose Taqueria of Amarillo #8373","Seafood","$$","3.7"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #8374","Southern","$$$","4.8"
"Brownsville","Pecos Table of Brownsville #8375","Bistro","$$$$","4.2"
"McKinney","Lone Star Pit of McKinney #8376","BBQ","$","4.5"
"Frisco","Big Tex Grill of Frisco #8377","Tex-Mex","$$","4.5"
"Pasadena","Blue Bonnet Kitchen of Pasadena #8378","Steakhouse","$$$","3.7"
"Mesquite","Yellow Rose Taqueria of Mesquite #8379","Seafood","$$$$","3.6"
"Austin","Alamo Smokehouse of Austin #8380","Southern","$","4.3"
"Houston","Pecos Table of Houston #8381","Bistro","$$","3.9"
"Dallas","Lone Star Pit of Dallas #8382","BBQ","$$$","3.7"
"San Antonio","Big Tex Grill of San Antonio #8383","Tex-Mex","$$$$","4.1"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #8384","Steakhouse","$","4.8"
"El Paso","Yellow Rose Taqueria of El Paso #8385","Seafood","$$","4.0"
"Arlington","Alamo Smokehouse of Arlington #8386","Southern","$$$","3.6"
"Corpus Christi","Pecos Table of Corpus Christi #8387","Bistro","$$$$","3.8"
"Plano","Lone Star Pit of Plano #8388","BBQ","$","4.7"
"Laredo","Big Tex Grill of Laredo #8389","Tex-Mex","$$","4.5"
"Lubbock","Blue Bonnet Kitchen of Lubbock #8390","Steakhouse","$$$","4.0"
"Garland","Yellow Rose Taqueria of Garland #8391","Seafood","$$$$","4.2"
"Irving","Alamo Smokehouse of Irving #8392","Southern","$","3.8"
"Amarillo","Pecos Table of Amarillo #8393","Bistro","$$","4.3"
"Grand Prairie","Lone Star Pit of Grand Prairie #8394","BBQ","$$$","4.2"
"Brownsville","Big Tex Grill of Brownsville #8395","Tex-Mex","$$$$","4.6"
"McKinney","Blue Bonnet Kitchen of McKinney #8396","Steakhouse","$","3.5"
"Frisco","Yellow Rose Taqueria of Frisco #8397","Seafood","$$","4.1"
"Pasadena","Alamo Smokehouse of Pasadena #8398","Southern","$$$","4.5"
"Mesquite","Pecos Table of Mesquite #8399","Bistro","$$$$","4.5"
"Austin","Lone Star Pit of Austin #8400","BBQ","$","4.0"
"Houston","Big Tex Grill of Houston #8401","Tex-Mex","$$","4.8"
"Dallas","Blue Bonnet Kitchen of Dallas #8402","Steakhouse","$$$","4.4"
"San Antonio","Yellow Rose Taqueria of San Antonio #8403","Seafood","$$$$","3.7"
"Fort Worth","Alamo Smokehouse of Fort Worth #8404","Southern","$","3.9"
"El Paso","Pecos Table of El Paso #8405","Bistro","$$","3.8"
"Arlington","Lone Star Pit of Arlington #8406","BBQ","$$$","4.5"
"Corpus Christi","Big Tex Grill of Corpus Christi #8407","Tex-Mex","$$$$","3.5"
"Plano","Blue Bonnet Kitchen of Plano #8408","Steakhouse","$","5.0"
"Laredo","Yellow Rose Taqueria of Laredo #8409","Seafood","$$","4.6"
"Lubbock","Alamo Smokehouse of Lubbock #8410","Southern","$$$","3.9"
"Garland","Pecos Table of Garland #8411","Bistro","$$$$","3.6"
"Irving","Lone Star Pit of Irving #8412","BBQ","$","3.5"
"Amarillo","Big Tex Grill of Amarillo #8413","Tex-Mex","$$","4.9"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #8414","Steakhouse","$$$","4.3"
"Brownsville","Yellow Rose Taqueria of Brownsville #8415","Seafood","$$$$","3.8"
"McKinney","Alamo Smokehouse of McKinney #8416","Southern","$","4.7"
"Frisco","Pecos Table of Frisco #8417","Bistro","$$","4.4"
"Pasadena","Lone Star Pit of Pasadena #8418","BBQ","$$$","3.9"
"Mesquite","Big Tex Grill of Mesquite #8419","Tex-Mex","$$$$","4.2"
"Austin","Blue Bonnet Kitchen of Austin #8420","Steakhouse","$","4.0"
"Houston","Yellow Rose Taqueria of Houston #8421","Seafood","$$","3.7"
"Dallas","Alamo Smokehouse of Dallas #8422","Southern","$$$","4.7"
"San Antonio","Pecos Table of San Antonio #8423","Bistro","$$$$","3.7"
"Fort Worth","Lone Star Pit of Fort Worth #8424","BBQ","$","4.8"
"El Paso","Big Tex Grill of El Paso #8425","Tex-Mex","$$","4.6"
"Arlington","Blue Bonnet Kitchen of Arlington #8426","Steakhouse","$$$","4.1"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #8427","Seafood","$$$$","4.4"
"Plano","Alamo Smokehouse of Plano #8428","Southern","$","3.7"
"Laredo","Pecos Table of Laredo #8429","Bistro","$$","4.9"
"Lubbock","Lone Star Pit of Lubbock #8430","BBQ","$$$","4.4"
"Garland","Big Tex Grill of Garland #8431","Tex-Mex","$$$$","3.5"
"Irving","Blue Bonnet Kitchen of Irving #8432","Steakhouse","$","3.6"
"Amarillo","Yellow Rose Taqueria of Amarillo #8433","Seafood","$$","4.2"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #8434","Southern","$$$","4.6"
"Brownsville","Pecos Table of Brownsville #8435","Bistro","$$$$","4.0"
"McKinney","Lone Star Pit of McKinney #8436","BBQ","$","4.1"
"Frisco","Big Tex Grill of Frisco #8437","Tex-Mex","$$","4.6"
"Pasadena","Blue Bonnet Kitchen of Pasadena #8438","Steakhouse","$$$","4.6"
"Mesquite","Yellow Rose Taqueria of Mesquite #8439","Seafood","$$$$","4.3"
"Austin","Alamo Smokehouse of Austin #8440","Southern","$","4.5"
"Houston","Pecos Table of Houston #8441","Bistro","$$","3.9"
"Dallas","Lone Star Pit of Dallas #8442","BBQ","$$$","3.6"
"San Antonio","Big Tex Grill of San Antonio #8443","Tex-Mex","$$$$","4.5"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #8444","Steakhouse","$","4.0"
"El Paso","Yellow Rose Taqueria of El Paso #8445","Seafood","$$","4.1"
"Arlington","Alamo Smokehouse of Arlington #8446","Southern","$$$","3.5"
"Corpus Christi","Pecos Table of Corpus Christi #8447","Bistro","$$$$","4.1"
"Plano","Lone Star Pit of Plano #8448","BBQ","$","4.1"
"Laredo","Big Tex Grill of Laredo #8449","Tex-Mex","$$","5.0"
"Lubbock","Blue Bonnet Kitchen of Lubbock #8450","Steakhouse","$$$","4.3"
"Garland","Yellow Rose Taqueria of Garland #8451","Seafood","$$$$","4.4"
"Irving","Alamo Smokehouse of Irving #8452","Southern","$","4.1"
"Amarillo","Pecos Table of Amarillo #8453","Bistro","$$","3.5"
"Grand Prairie","Lone Star Pit of Grand Prairie #8454","BBQ","$$$","3.6"
"Brownsville","Big Tex Grill of Brownsville #8455","Tex-Mex","$$$$","4.9"
"McKinney","Blue Bonnet Kitchen of McKinney #8456","Steakhouse","$","4.7"
"Frisco","Yellow Rose Taqueria of Frisco #8457","Seafood","$$","3.7"
"Pasadena","Alamo Smokehouse of Pasadena #8458","Southern","$$$","3.5"
"Mesquite","Pecos Table of Mesquite #8459","Bistro","$$$$","4.7"
"Austin","Lone Star Pit of Austin #8460","BBQ","$","4.4"
"Houston","Big Tex Grill of Houston #8461","Tex-Mex","$$","4.6"
"Dallas","Blue Bonnet Kitchen of Dallas #8462","Steakhouse","$$$","3.5"
"San Antonio","Yellow Rose Taqueria of San Antonio #8463","Seafood","$$$$","4.6"
"Fort Worth","Alamo Smokehouse of Fort Worth #8464","Southern","$","4.0"
"El Paso","Pecos Table of El Paso #8465","Bistro","$$","3.6"
"Arlington","Lone Star Pit of Arlington #8466","BBQ","$$$","5.0"
"Corpus Christi","Big Tex Grill of Corpus Christi #8467","Tex-Mex","$$$$","4.5"
"Plano","Blue Bonnet Kitchen of Plano #8468","Steakhouse","$","4.1"
"Laredo","Yellow Rose Taqueria of Laredo #8469","Seafood","$$","4.0"
"Lubbock","Alamo Smokehouse of Lubbock #8470","Southern","$$$","3.5"
"Garland","Pecos Table of Garland #8471","Bistro","$$$$","3.8"
"Irving","Lone Star Pit of Irving #8472","BBQ","$","4.4"
"Amarillo","Big Tex Grill of Amarillo #8473","Tex-Mex","$$","4.9"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #8474","Steakhouse","$$$","4.1"
"Brownsville","Yellow Rose Taqueria of Brownsville #8475","Seafood","$$$$","4.3"
"McKinney","Alamo Smokehouse of McKinney #8476","Southern","$","3.7"
"Frisco","Pecos Table of Frisco #8477","Bistro","$$","3.5"
"Pasadena","Lone Star Pit of Pasadena #8478","BBQ","$$$","4.2"
"Mesquite","Big Tex Grill of Mesquite #8479","Tex-Mex","$$$$","4.2"
"Austin","Blue Bonnet Kitchen of Austin #8480","Steakhouse","$","3.9"
"Houston","Yellow Rose Taqueria of Houston #8481","Seafood","$$","4.6"
"Dallas","Alamo Smokehouse of Dallas #8482","Southern","$$$","4.7"
"San Antonio","Pecos Table of San Antonio #8483","Bistro","$$$$","3.9"
"Fort Worth","Lone Star Pit of Fort Worth #8484","BBQ","$","3.8"
"El Paso","Big Tex Grill of El Paso #8485","Tex-Mex","$$","3.6"
"Arlington","Blue Bonnet Kitchen of Arlington #8486","Steakhouse","$$$","4.9"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #8487","Seafood","$$$$","4.4"
"Plano","Alamo Smokehouse of Plano #8488","Southern","$","4.6"
"Laredo","Pecos Table of Laredo #8489","Bistro","$$","4.1"
"Lubbock","Lone Star Pit of Lubbock #8490","BBQ","$$$","3.9"
"Garland","Big Tex Grill of Garland #8491","Tex-Mex","$$$$","3.6"
"Irving","Blue Bonnet Kitchen of Irving #8492","Steakhouse","$","3.8"
"Amarillo","Yellow Rose Taqueria of Amarillo #8493","Seafood","$$","4.6"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #8494","Southern","$$$","3.7"
"Brownsville","Pecos Table of Brownsville #8495","Bistro","$$$$","4.4"
"McKinney","Lone Star Pit of McKinney #8496","BBQ","$","4.3"
"Frisco","Big Tex Grill of Frisco #8497","Tex-Mex","$$","4.5"
"Pasadena","Blue Bonnet Kitchen of Pasadena #8498","Steakhouse","$$$","4.6"
"Mesquite","Yellow Rose Taqueria of Mesquite #8499","Seafood","$$$$","4.2"
"Austin","Alamo Smokehouse of Austin #8500","Southern","$","5.0"
"Houston","Pecos Table of Houston #8501","Bistro","$$","3.7"
"Dallas","Lone Star Pit of Dallas #8502","BBQ","$$$","4.6"
"San Antonio","Big Tex Grill of San Antonio #8503","Tex-Mex","$$$$","4.1"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #8504","Steakhouse","$","4.8"
"El Paso","Yellow Rose Taqueria of El Paso #8505","Seafood","$$","4.3"
"Arlington","Alamo Smokehouse of Arlington #8506","Southern","$$$","4.5"
"Corpus Christi","Pecos Table of Corpus Christi #8507","Bistro","$$$$","4.3"
"Plano","Lone Star Pit of Plano #8508","BBQ","$","3.9"
"Laredo","Big Tex Grill of Laredo #8509","Tex-Mex","$$","4.2"
"Lubbock","Blue Bonnet Kitchen of Lubbock #8510","Steakhouse","$$$","4.4"
"Garland","Yellow Rose Taqueria of Garland #8511","Seafood","$$$$","4.9"
"Irving","Alamo Smokehouse of Irving #8512","Southern","$","4.5"
"Amarillo","Pecos Table of Amarillo #8513","Bistro","$$","4.7"
"Grand Prairie","Lone Star Pit of Grand Prairie #8514","BBQ","$$$","4.9"
"Brownsville","Big Tex Grill of Brownsville #8515","Tex-Mex","$$$$","3.8"
"McKinney","Blue Bonnet Kitchen of McKinney #8516","Steakhouse","$","4.9"
"Frisco","Yellow Rose Taqueria of Frisco #8517","Seafood","$$","4.9"
"Pasadena","Alamo Smokehouse of Pasadena #8518","Southern","$$$","3.7"
"Mesquite","Pecos Table of Mesquite #8519","Bistro","$$$$","4.9"
"Austin","Lone Star Pit of Austin #8520","BBQ","$","4.1"
"Houston","Big Tex Grill of Houston #8521","Tex-Mex","$$","3.7"
"Dallas","Blue Bonnet Kitchen of Dallas #8522","Steakhouse","$$$","4.3"
"San Antonio","Yellow Rose Taqueria of San Antonio #8523","Seafood","$$$$","4.7"
"Fort Worth","Alamo Smokehouse of Fort Worth #8524","Southern","$","4.7"
"El Paso","Pecos Table of El Paso #8525","Bistro","$$","3.7"
"Arlington","Lone Star Pit of Arlington #8526","BBQ","$$$","3.6"
"Corpus Christi","Big Tex Grill of Corpus Christi #8527","Tex-Mex","$$$$","4.2"
"Plano","Blue Bonnet Kitchen of Plano #8528","Steakhouse","$","4.0"
"Laredo","Yellow Rose Taqueria of Laredo #8529","Seafood","$$","4.0"
"Lubbock","Alamo Smokehouse of Lubbock #8530","Southern","$$$","3.9"
"Garland","Pecos Table of Garland #8531","Bistro","$$$$","3.6"
"Irving","Lone Star Pit of Irving #8532","BBQ","$","3.6"
"Amarillo","Big Tex Grill of Amarillo #8533","Tex-Mex","$$","4.7"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #8534","Steakhouse","$$$","4.3"
"Brownsville","Yellow Rose Taqueria of Brownsville #8535","Seafood","$$$$","3.9"
"McKinney","Alamo Smokehouse of McKinney #8536","Southern","$","3.9"
"Frisco","Pecos Table of Frisco #8537","Bistro","$$","4.7"
"Pasadena","Lone Star Pit of Pasadena #8538","BBQ","$$$","3.5"
"Mesquite","Big Tex Grill of Mesquite #8539","Tex-Mex","$$$$","4.3"
"Austin","Blue Bonnet Kitchen of Austin #8540","Steakhouse","$","4.4"
"Houston","Yellow Rose Taqueria of Houston #8541","Seafood","$$","3.6"
"Dallas","Alamo Smokehouse of Dallas #8542","Southern","$$$","3.7"
"San Antonio","Pecos Table of San Antonio #8543","Bistro","$$$$","4.4"
"Fort Worth","Lone Star Pit of Fort Worth #8544","BBQ","$","4.1"
"El Paso","Big Tex Grill of El Paso #8545","Tex-Mex","$$","3.7"
"Arlington","Blue Bonnet Kitchen of Arlington #8546","Steakhouse","$$$","4.0"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #8547","Seafood","$$$$","4.4"
"Plano","Alamo Smokehouse of Plano #8548","Southern","$","3.7"
"Laredo","Pecos Table of Laredo #8549","Bistro","$$","3.8"
"Lubbock","Lone Star Pit of Lubbock #8550","BBQ","$$$","4.6"
"Garland","Big Tex Grill of Garland #8551","Tex-Mex","$$$$","4.9"
"Irving","Blue Bonnet Kitchen of Irving #8552","Steakhouse","$","3.7"
"Amarillo","Yellow Rose Taqueria of Amarillo #8553","Seafood","$$","4.3"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #8554","Southern","$$$","3.7"
"Brownsville","Pecos Table of Brownsville #8555","Bistro","$$$$","3.7"
"McKinney","Lone Star Pit of McKinney #8556","BBQ","$","3.9"
"Frisco","Big Tex Grill of Frisco #8557","Tex-Mex","$$","4.4"
"Pasadena","Blue Bonnet Kitchen of Pasadena #8558","Steakhouse","$$$","4.1"
"Mesquite","Yellow Rose Taqueria of Mesquite #8559","Seafood","$$$$","4.5"
"Austin","Alamo Smokehouse of Austin #8560","Southern","$","4.1"
"Houston","Pecos Table of Houston #8561","Bistro","$$","4.9"
"Dallas","Lone Star Pit of Dallas #8562","BBQ","$$$","5.0"
"San Antonio","Big Tex Grill of San Antonio #8563","Tex-Mex","$$$$","4.1"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #8564","Steakhouse","$","4.9"
"El Paso","Yellow Rose Taqueria of El Paso #8565","Seafood","$$","4.0"
"Arlington","Alamo Smokehouse of Arlington #8566","Southern","$$$","4.7"
"Corpus Christi","Pecos Table of Corpus Christi #8567","Bistro","$$$$","3.6"
"Plano","Lone Star Pit of Plano #8568","BBQ","$","4.3"
"Laredo","Big Tex Grill of Laredo #8569","Tex-Mex","$$","4.0"
"Lubbock","Blue Bonnet Kitchen of Lubbock #8570","Steakhouse","$$$","4.5"
"Garland","Yellow Rose Taqueria of Garland #8571","Seafood","$$$$","4.2"
"Irving","Alamo Smokehouse of Irving #8572","Southern","$","4.9"
"Amarillo","Pecos Table of Amarillo #8573","Bistro","$$","4.1"
"Grand Prairie","Lone Star Pit of Grand Prairie #8574","BBQ","$$$","4.5"
"Brownsville","Big Tex Grill of Brownsville #8575","Tex-Mex","$$$$","3.6"
"McKinney","Blue Bonnet Kitchen of McKinney #8576","Steakhouse","$","4.1"
"Frisco","Yellow Rose Taqueria of Frisco #8577","Seafood","$$","4.8"
"Pasadena","Alamo Smokehouse of Pasadena #8578","Southern","$$$","3.5"
"Mesquite","Pecos Table of Mesquite #8579","Bistro","$$$$","4.3"
"Austin","Lone Star Pit of Austin #8580","BBQ","$","4.6"
"Houston","Big Tex Grill of Houston #8581","Tex-Mex","$$","3.8"
"Dallas","Blue Bonnet Kitchen of Dallas #8582","Steakhouse","$$$","3.8"
"San Antonio","Yellow Rose Taqueria of San Antonio #8583","Seafood","$$$$","4.0"
"Fort Worth","Alamo Smokehouse of Fort Worth #8584","Southern","$","3.9"
"El Paso","Pecos Table of El Paso #8585","Bistro","$$","4.0"
"Arlington","Lone Star Pit of Arlington #8586","BBQ","$$$","4.1"
"Corpus Christi","Big Tex Grill of Corpus Christi #8587","Tex-Mex","$$$$","4.6"
"Plano","Blue Bonnet Kitchen of Plano #8588","Steakhouse","$","4.3"
"Laredo","Yellow Rose Taqueria of Laredo #8589","Seafood","$$","4.4"
"Lubbock","Alamo Smokehouse of Lubbock #8590","Southern","$$$","3.5"
"Garland","Pecos Table of Garland #8591","Bistro","$$$$","3.6"
"Irving","Lone Star Pit of Irving #8592","BBQ","$","4.6"
"Amarillo","Big Tex Grill of Amarillo #8593","Tex-Mex","$$","3.7"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #8594","Steakhouse","$$$","4.1"
"Brownsville","Yellow Rose Taqueria of Brownsville #8595","Seafood","$$$$","4.1"
"McKinney","Alamo Smokehouse of McKinney #8596","Southern","$","4.1"
"Frisco","Pecos Table of Frisco #8597","Bistro","$$","4.0"
"Pasadena","Lone Star Pit of Pasadena #8598","BBQ","$$$","4.7"
"Mesquite","Big Tex Grill of Mesquite #8599","Tex-Mex","$$$$","5.0"
"Austin","Blue Bonnet Kitchen of Austin #8600","Steakhouse","$","3.6"
"Houston","Yellow Rose Taqueria of Houston #8601","Seafood","$$","4.5"
"Dallas","Alamo Smokehouse of Dallas #8602","Southern","$$$","4.5"
"San Antonio","Pecos Table of San Antonio #8603","Bistro","$$$$","4.8"
"Fort Worth","Lone Star Pit of Fort Worth #8604","BBQ","$","4.7"
"El Paso","Big Tex Grill of El Paso #8605","Tex-Mex","$$","4.3"
"Arlington","Blue Bonnet Kitchen of Arlington #8606","Steakhouse","$$$","4.2"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #8607","Seafood","$$$$","3.5"
"Plano","Alamo Smokehouse of Plano #8608","Southern","$","4.5"
"Laredo","Pecos Table of Laredo #8609","Bistro","$$","4.1"
"Lubbock","Lone Star Pit of Lubbock #8610","BBQ","$$$","4.1"
"Garland","Big Tex Grill of Garland #8611","Tex-Mex","$$$$","3.5"
"Irving","Blue Bonnet Kitchen of Irving #8612","Steakhouse","$","3.5"
"Amarillo","Yellow Rose Taqueria of Amarillo #8613","Seafood","$$","4.0"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #8614","Southern","$$$","4.1"
"Brownsville","Pecos Table of Brownsville #8615","Bistro","$$$$","4.2"
"McKinney","Lone Star Pit of McKinney #8616","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #8617","Tex-Mex","$$","4.1"
"Pasadena","Blue Bonnet Kitchen of Pasadena #8618","Steakhouse","$$$","4.8"
"Mesquite","Yellow Rose Taqueria of Mesquite #8619","Seafood","$$$$","4.2"
"Austin","Alamo Smokehouse of Austin #8620","Southern","$","4.3"
"Houston","Pecos Table of Houston #8621","Bistro","$$","3.7"
"Dallas","Lone Star Pit of Dallas #8622","BBQ","$$$","3.8"
"San Antonio","Big Tex Grill of San Antonio #8623","Tex-Mex","$$$$","3.7"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #8624","Steakhouse","$","4.0"
"El Paso","Yellow Rose Taqueria of El Paso #8625","Seafood","$$","4.7"
"Arlington","Alamo Smokehouse of Arlington #8626","Southern","$$$","3.7"
"Corpus Christi","Pecos Table of Corpus Christi #8627","Bistro","$$$$","3.5"
"Plano","Lone Star Pit of Plano #8628","BBQ","$","4.0"
"Laredo","Big Tex Grill of Laredo #8629","Tex-Mex","$$","3.9"
"Lubbock","Blue Bonnet Kitchen of Lubbock #8630","Steakhouse","$$$","4.5"
"Garland","Yellow Rose Taqueria of Garland #8631","Seafood","$$$$","4.6"
"Irving","Alamo Smokehouse of Irving #8632","Southern","$","3.7"
"Amarillo","Pecos Table of Amarillo #8633","Bistro","$$","4.1"
"Grand Prairie","Lone Star Pit of Grand Prairie #8634","BBQ","$$$","4.1"
"Brownsville","Big Tex Grill of Brownsville #8635","Tex-Mex","$$$$","4.5"
"McKinney","Blue Bonnet Kitchen of McKinney #8636","Steakhouse","$","4.5"
"Frisco","Yellow Rose Taqueria of Frisco #8637","Seafood","$$","4.0"
"Pasadena","Alamo Smokehouse of Pasadena #8638","Southern","$$$","4.6"
"Mesquite","Pecos Table of Mesquite #8639","Bistro","$$$$","4.7"
"Austin","Lone Star Pit of Austin #8640","BBQ","$","3.9"
"Houston","Big Tex Grill of Houston #8641","Tex-Mex","$$","4.2"
"Dallas","Blue Bonnet Kitchen of Dallas #8642","Steakhouse","$$$","4.8"
"San Antonio","Yellow Rose Taqueria of San Antonio #8643","Seafood","$$$$","4.5"
"Fort Worth","Alamo Smokehouse of Fort Worth #8644","Southern","$","4.9"
"El Paso","Pecos Table of El Paso #8645","Bistro","$$","4.2"
"Arlington","Lone Star Pit of Arlington #8646","BBQ","$$$","4.9"
"Corpus Christi","Big Tex Grill of Corpus Christi #8647","Tex-Mex","$$$$","4.2"
"Plano","Blue Bonnet Kitchen of Plano #8648","Steakhouse","$","4.5"
"Laredo","Yellow Rose Taqueria of Laredo #8649","Seafood","$$","4.7"
"Lubbock","Alamo Smokehouse of Lubbock #8650","Southern","$$$","4.2"
"Garland","Pecos Table of Garland #8651","Bistro","$$$$","4.7"
"Irving","Lone Star Pit of Irving #8652","BBQ","$","4.9"
"Amarillo","Big Tex Grill of Amarillo #8653","Tex-Mex","$$","3.5"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #8654","Steakhouse","$$$","4.8"
"Brownsville","Yellow Rose Taqueria of Brownsville #8655","Seafood","$$$$","4.3"
"McKinney","Alamo Smokehouse of McKinney #8656","Southern","$","4.4"
"Frisco","Pecos Table of Frisco #8657","Bistro","$$","3.9"
"Pasadena","Lone Star Pit of Pasadena #8658","BBQ","$$$","4.1"
"Mesquite","Big Tex Grill of Mesquite #8659","Tex-Mex","$$$$","4.4"
"Austin","Blue Bonnet Kitchen of Austin #8660","Steakhouse","$","3.7"
"Houston","Yellow Rose Taqueria of Houston #8661","Seafood","$$","4.2"
"Dallas","Alamo Smokehouse of Dallas #8662","Southern","$$$","4.2"
"San Antonio","Pecos Table of San Antonio #8663","Bistro","$$$$","3.9"
"Fort Worth","Lone Star Pit of Fort Worth #8664","BBQ","$","4.9"
"El Paso","Big Tex Grill of El Paso #8665","Tex-Mex","$$","4.2"
"Arlington","Blue Bonnet Kitchen of Arlington #8666","Steakhouse","$$$","4.3"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #8667","Seafood","$$$$","3.7"
"Plano","Alamo Smokehouse of Plano #8668","Southern","$","4.2"
"Laredo","Pecos Table of Laredo #8669","Bistro","$$","4.6"
"Lubbock","Lone Star Pit of Lubbock #8670","BBQ","$$$","4.8"
"Garland","Big Tex Grill of Garland #8671","Tex-Mex","$$$$","4.1"
"Irving","Blue Bonnet Kitchen of Irving #8672","Steakhouse","$","4.2"
"Amarillo","Yellow Rose Taqueria of Amarillo #8673","Seafood","$$","3.6"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #8674","Southern","$$$","4.6"
"Brownsville","Pecos Table of Brownsville #8675","Bistro","$$$$","4.8"
"McKinney","Lone Star Pit of McKinney #8676","BBQ","$","4.2"
